method,subject,acc_mean,none_acc_mean,gain_acc_mean
session_zscore,sub-017,0.6470952380952381,0.647952380952381,-0.0008571428571428574
session_zscore,sub-018,0.5714761904761905,0.5882380952380952,-0.016761904761904763
session_zscore,sub-019,0.6241904761904763,0.6194761904761905,0.004714285714285723
session_zscore,sub-020,0.5554285714285714,0.5553809523809523,4.761904761905506e-05
session_zscore,sub-021,0.6326190476190476,0.6325238095238096,9.523809523809215e-05
session_zscore,sub-022,0.5937142857142856,0.593952380952381,-0.00023809523809524094
session_zscore,sub-023,0.7609999999999999,0.7696666666666666,-0.008666666666666666
session_zscore,sub-025,0.751904761904762,0.7596190476190476,-0.00771428571428572
session_zscore,sub-026,0.7806666666666667,0.7708333333333334,0.009833333333333341
session_zscore,sub-027,0.6069523809523809,0.6097619047619048,-0.0028095238095238047
session_zscore,sub-028,0.5965238095238095,0.6288571428571429,-0.032333333333333325
session_zscore,sub-029,0.6670952380952381,0.6776666666666666,-0.010571428571428567
session_zscore,sub-030,0.6655714285714286,0.7217619047619047,-0.05619047619047619
session_zscore,sub-031,0.625047619047619,0.6438095238095237,-0.018761904761904764
session_zscore,sub-032,0.5653333333333334,0.581,-0.01566666666666667
session_zscore,sub-033,0.8610476190476191,0.8727619047619047,-0.011714285714285717
session_zscore,sub-034,0.708047619047619,0.7029047619047619,0.005142857142857141
session_zscore,sub-035,0.9017142857142857,0.900952380952381,0.0007619047619047563
session_zscore,sub-036,0.8742857142857142,0.8978571428571429,-0.023571428571428573
session_zscore,sub-037,0.7876666666666666,0.7914761904761906,-0.003809523809523802
session_zscore,sub-038,0.5018571428571429,0.5139523809523809,-0.0120952380952381
session_zscore,sub-039,0.5020476190476191,0.5093809523809524,-0.007333333333333332
session_zscore,sub-040,0.6508571428571429,0.6601904761904761,-0.009333333333333336
session_zscore,sub-041,0.8086666666666666,0.8203809523809524,-0.011714285714285714
session_zscore,sub-042,0.608904761904762,0.6168571428571428,-0.007952380952380945
session_zscore,sub-043,0.9454285714285714,0.9337619047619048,0.011666666666666665
session_zscore,sub-044,0.6147142857142858,0.6027619047619047,0.011952380952380947
session_zscore,sub-045,0.7372380952380952,0.7411428571428571,-0.003904761904761904
session_zscore,sub-046,0.9539047619047619,0.9452857142857143,0.00861904761904761
session_zscore,sub-047,0.7591428571428571,0.7673333333333333,-0.008190476190476192
session_zscore,sub-048,0.6985238095238095,0.6983809523809523,0.0001428571428571398
session_zscore,sub-049,0.7071428571428572,0.7067142857142857,0.0004285714285714279
session_zscore,sub-050,0.8409047619047619,0.8423809523809525,-0.0014761904761904743
session_zscore,sub-051,0.698047619047619,0.7413333333333334,-0.043285714285714295
